Compound,ConvertedDate,Negative,Neutral,Positive,RawDate,Text,TimeDiff,Tweets Ago,User
0.0,2018-10-03 21:26:39+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:39 +0000 2018,@CBSNews @ChelseaClinton This is a topic you probably should stay quiet on! Especially after what your dad did whil… https://t.co/0BSduAcenc,0,10,@CBSNews
-0.5792,2018-10-03 21:26:37+00:00,0.457,0.342,0.201,Wed Oct 03 21:26:37 +0000 2018,@CBSNews I received NO ALERT !   What went wrong ??,0,11,@CBSNews
0.0,2018-10-03 21:26:29+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:29 +0000 2018,"RT @CBSNews: ""Presidential Alert...THIS IS A TEST."" Everyone in America got the same notification on their phones at 2:18 P.M. ET. https://…",0,12,@CBSNews
-0.1027,2018-10-03 21:26:26+00:00,0.189,0.811,0.0,Wed Oct 03 21:26:26 +0000 2018,@abcnews @CBSNews @CBS #shameful media bias https://t.co/B3jJIzv6wv,0,13,@CBSNews
-0.7506,2018-10-03 21:26:21+00:00,0.299,0.701,0.0,Wed Oct 03 21:26:21 +0000 2018,RT @KrisParonto: . #FakeNewsMedia failed miserably .... again 😂🤣🤦🏻‍♂️ @CNN @cnnbrk @MSNBC @ABC @nytimes @washingtonpost @NBCNews @CBSNews #…,0,14,@CBSNews
0.0,2018-10-03 21:26:14+00:00,0.0,1.0,0.0,Wed Oct 03 21:26:14 +0000 2018,"RT @CBSNews: ""Presidential Alert...THIS IS A TEST."" Everyone in America got the same notification on their phones at 2:18 P.M. ET. https://…",0,15,@CBSNews
0.4215,2018-10-03 21:26:06+00:00,0.0,0.887,0.113,Wed Oct 03 21:26:06 +0000 2018,"RT @CBSNews: Secretary of State Mike Pompeo: ""I'm announcing that the United States is terminating the 1955 treaty of amity with Iran. This…",0,16,@CBSNews
-0.5267,2018-10-03 21:26:04+00:00,0.129,0.871,0.0,Wed Oct 03 21:26:04 +0000 2018,RT @CBSNews: Connie Chung says she was sexually assaulted by the doctor who delivered her – and she didn't tell anyone for five decades htt…,0,17,@CBSNews
0.1561,2018-10-03 21:26:01+00:00,0.088,0.795,0.117,Wed Oct 03 21:26:01 +0000 2018,"@CBSNews We don't need a ""Presidential Alert"" until we have a person in the office that behaves like a President, a… https://t.co/Fu4yYKEYwk",0,18,@CBSNews
-0.5719,2018-10-03 21:26:01+00:00,0.217,0.783,0.0,Wed Oct 03 21:26:01 +0000 2018,Has the cowardly MSM picked this up yet?  @FoxNews @CNN @MSN @CBSNews @NBCNews @nytimes.   Major Hoax Proves Regres… https://t.co/PTdfvK7CUW,0,19,@CBSNews
-0.902,2018-10-03 21:25:50+00:00,0.454,0.442,0.104,Wed Oct 03 21:25:50 +0000 2018,"@CBSNews Even if she’s lying, as a president why would you make fun of a sexual assault? Just horrible and disgusting!",0,20,@CBSNews
0.5093,2018-10-03 21:25:49+00:00,0.092,0.696,0.212,Wed Oct 03 21:25:49 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,21,@CBSNews
0.5093,2018-10-03 21:25:48+00:00,0.092,0.696,0.212,Wed Oct 03 21:25:48 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,22,@CBSNews
0.0,2018-10-03 21:25:47+00:00,0.0,1.0,0.0,Wed Oct 03 21:25:47 +0000 2018,@AP @nytimes @nypost @NYDailyNews @washingtonpost @senjudiciary @ABC @NBCNews @CBSNews @NewsHour @NPR @CNNnewsroom… https://t.co/fruurkXkzS,0,23,@CBSNews
-0.7003,2018-10-03 21:25:44+00:00,0.293,0.707,0.0,Wed Oct 03 21:25:44 +0000 2018,Tulsa mayor calls for probe into possible mass graves from 1921 race riot https://t.co/DIm0SgYQ4d via @CBSNews,0,24,@CBSNews
0.0,2018-10-03 21:25:44+00:00,0.0,1.0,0.0,Wed Oct 03 21:25:44 +0000 2018,@CBSNews Still bald,0,25,@CBSNews
-0.2023,2018-10-03 21:25:41+00:00,0.234,0.625,0.141,Wed Oct 03 21:25:41 +0000 2018,@JConabicycle @CBSNews Yes you need a Cosmetology  license. to work on a human.God forbid she cuts someone .,0,26,@CBSNews
-0.416,2018-10-03 21:25:35+00:00,0.316,0.684,0.0,Wed Oct 03 21:25:35 +0000 2018,@CBSNews Not me!   😎,0,27,@CBSNews
-0.5423,2018-10-03 21:25:30+00:00,0.179,0.821,0.0,Wed Oct 03 21:25:30 +0000 2018,"RT @CBSNews: Chelsea Clinton says it was troubling how ""nakedly partisan"" Kavanaugh was in testimony https://t.co/IjmoCbky3E https://t.co/0…",0,28,@CBSNews
0.2716,2018-10-03 21:25:29+00:00,0.0,0.793,0.207,Wed Oct 03 21:25:29 +0000 2018,@CBSNews There was a second more important tweet sent... https://t.co/uzo6C9lJBc,0,29,@CBSNews
0.4215,2018-10-03 21:25:23+00:00,0.0,0.887,0.113,Wed Oct 03 21:25:23 +0000 2018,"RT @CBSNews: Secretary of State Mike Pompeo: ""I'm announcing that the United States is terminating the 1955 treaty of amity with Iran. This…",0,30,@CBSNews
-0.9087,2018-10-03 21:25:22+00:00,0.388,0.612,0.0,Wed Oct 03 21:25:22 +0000 2018,SHAME ON YOU @CBSNews  for framing this title as if Chung was recalling an assault as a newborn. The assault happen… https://t.co/6vAXhbJ4qN,0,31,@CBSNews
0.5093,2018-10-03 21:25:21+00:00,0.092,0.696,0.212,Wed Oct 03 21:25:21 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,32,@CBSNews
0.4019,2018-10-03 21:25:19+00:00,0.0,0.85,0.15,Wed Oct 03 21:25:19 +0000 2018,@CBSNews You CAN opt out of this. On your Android - find the number used to send the text message. Highlight it and… https://t.co/IpTuOcMGdp,0,33,@CBSNews
-0.5267,2018-10-03 21:25:14+00:00,0.129,0.871,0.0,Wed Oct 03 21:25:14 +0000 2018,RT @CBSNews: Connie Chung says she was sexually assaulted by the doctor who delivered her – and she didn't tell anyone for five decades htt…,0,34,@CBSNews
0.5093,2018-10-03 21:25:12+00:00,0.092,0.696,0.212,Wed Oct 03 21:25:12 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,35,@CBSNews
0.5255,2018-10-03 21:25:07+00:00,0.0,0.228,0.772,Wed Oct 03 21:25:07 +0000 2018,@CBSNews Terrific !,0,36,@CBSNews
0.5093,2018-10-03 21:25:06+00:00,0.092,0.696,0.212,Wed Oct 03 21:25:06 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,37,@CBSNews
0.0,2018-10-03 21:25:03+00:00,0.0,1.0,0.0,Wed Oct 03 21:25:03 +0000 2018,@CBSNews I didn't.....turned mine off,0,38,@CBSNews
0.4939,2018-10-03 21:25:02+00:00,0.0,0.814,0.186,Wed Oct 03 21:25:02 +0000 2018,RT @CBSNews: Nothing to see here. Meerly a video of baby meerkats being adorable. https://t.co/l6TjOA4QdN https://t.co/eMFfYhxcPP,0,39,@CBSNews
0.5093,2018-10-03 21:25:01+00:00,0.092,0.696,0.212,Wed Oct 03 21:25:01 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,40,@CBSNews
0.743,2018-10-03 21:25:00+00:00,0.0,0.73,0.27,Wed Oct 03 21:25:00 +0000 2018,"RT @biannagolodryga: I’m beyond thrilled to be joining my fabulous colleagues @GayleKing, @NorahODonnell and @JDickerson as a co-host at @C…",0,41,@CBSNews
-0.8143,2018-10-03 21:24:56+00:00,0.271,0.729,0.0,Wed Oct 03 21:24:56 +0000 2018,"RT @CBSNews: TAILGATE TERROR: When the crowd outside the Penn State-Ohio State game began assaulting police horses, the state police sent i…",0,42,@CBSNews
0.6486,2018-10-03 21:24:55+00:00,0.0,0.791,0.209,Wed Oct 03 21:24:55 +0000 2018,"RT @CBSNews: Jeff Bezos topples Bill Gates as richest person on Forbes 400, with net worth pegged at $160 billion https://t.co/TcQnPmXxqn h…",0,43,@CBSNews
-0.2263,2018-10-03 21:24:53+00:00,0.087,0.913,0.0,Wed Oct 03 21:24:53 +0000 2018,"RT @MichaelJSully: Today on @CBSNews: Secretary of State Mike Pompeo ended a decades-long treaty with Iran, after a UN Court demanded the U…",0,44,@CBSNews
0.0,2018-10-03 21:24:51+00:00,0.0,1.0,0.0,Wed Oct 03 21:24:51 +0000 2018,@CBSNews https://t.co/Wi2BuCL0jh,0,45,@CBSNews
0.5093,2018-10-03 21:24:49+00:00,0.092,0.696,0.212,Wed Oct 03 21:24:49 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,46,@CBSNews
0.4939,2018-10-03 21:24:48+00:00,0.0,0.814,0.186,Wed Oct 03 21:24:48 +0000 2018,RT @CBSNews: Nothing to see here. Meerly a video of baby meerkats being adorable. https://t.co/l6TjOA4QdN https://t.co/eMFfYhxcPP,0,47,@CBSNews
0.0,2018-10-03 21:24:44+00:00,0.0,1.0,0.0,Wed Oct 03 21:24:44 +0000 2018,@CBSNews Nope,0,48,@CBSNews
0.5093,2018-10-03 21:24:36+00:00,0.092,0.696,0.212,Wed Oct 03 21:24:36 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,49,@CBSNews
0.0,2018-10-03 21:24:29+00:00,0.0,1.0,0.0,Wed Oct 03 21:24:29 +0000 2018,@CBSNews https://t.co/Wr71tfY3a3,0,50,@CBSNews
0.0,2018-10-03 21:24:18+00:00,0.0,1.0,0.0,Wed Oct 03 21:24:18 +0000 2018,RT @CBSNews: GOP-hired prosecutor Rachel Mitchell questions credibility of Kavanaugh accuser Dr. Christine Blasey Ford https://t.co/zeVpknD…,0,51,@CBSNews
0.5093,2018-10-03 21:24:17+00:00,0.092,0.696,0.212,Wed Oct 03 21:24:17 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,52,@CBSNews
0.0,2018-10-03 21:24:17+00:00,0.0,1.0,0.0,Wed Oct 03 21:24:17 +0000 2018,"RT @CBSNews: ""Presidential Alert...THIS IS A TEST."" Everyone in America got the same notification on their phones at 2:18 P.M. ET. https://…",0,53,@CBSNews
0.6486,2018-10-03 21:24:17+00:00,0.096,0.637,0.267,Wed Oct 03 21:24:17 +0000 2018,@CBSNews Amazing that people are against this for one reason.  Trump.  Relax people.  its an early warning system.… https://t.co/6BvVAQu1kt,0,54,@CBSNews
0.0,2018-10-03 21:24:16+00:00,0.0,1.0,0.0,Wed Oct 03 21:24:16 +0000 2018,"@CBSNews Nope, not everyone.",0,55,@CBSNews
-0.5267,2018-10-03 21:24:15+00:00,0.129,0.871,0.0,Wed Oct 03 21:24:15 +0000 2018,RT @CBSNews: Connie Chung says she was sexually assaulted by the doctor who delivered her – and she didn't tell anyone for five decades htt…,0,56,@CBSNews
-0.296,2018-10-03 21:24:14+00:00,0.196,0.804,0.0,Wed Oct 03 21:24:14 +0000 2018,@DahBunnynoze @CBSNews @realDonaldTrump Except there was no picture. Try harder.,0,57,@CBSNews
0.0,2018-10-03 21:24:10+00:00,0.0,1.0,0.0,Wed Oct 03 21:24:10 +0000 2018,"@MSNBC Hosts, @CNN, @ABC @CBSNLive @CBSNews @FoxNews (idont watch), etal... when I see or hear .@realDonaldTrump on… https://t.co/jYDMD6Yi9R",0,58,@CBSNews
0.0,2018-10-03 21:24:10+00:00,0.0,1.0,0.0,Wed Oct 03 21:24:10 +0000 2018,@freezininfgo @GetStarkedPod @CBSNews I am younger than Ms. Chung but do remember the days when doctors even made h… https://t.co/W4uIEvlemC,0,59,@CBSNews
0.4939,2018-10-03 21:23:54+00:00,0.0,0.814,0.186,Wed Oct 03 21:23:54 +0000 2018,RT @CBSNews: Nothing to see here. Meerly a video of baby meerkats being adorable. https://t.co/l6TjOA4QdN https://t.co/eMFfYhxcPP,0,60,@CBSNews
-0.5267,2018-10-03 21:23:47+00:00,0.129,0.871,0.0,Wed Oct 03 21:23:47 +0000 2018,RT @CBSNews: Connie Chung says she was sexually assaulted by the doctor who delivered her – and she didn't tell anyone for five decades htt…,0,61,@CBSNews
0.4939,2018-10-03 21:23:46+00:00,0.0,0.814,0.186,Wed Oct 03 21:23:46 +0000 2018,RT @CBSNews: Nothing to see here. Meerly a video of baby meerkats being adorable. https://t.co/l6TjOA4QdN https://t.co/eMFfYhxcPP,0,62,@CBSNews
-0.7506,2018-10-03 21:23:41+00:00,0.299,0.701,0.0,Wed Oct 03 21:23:41 +0000 2018,RT @KrisParonto: . #FakeNewsMedia failed miserably .... again 😂🤣🤦🏻‍♂️ @CNN @cnnbrk @MSNBC @ABC @nytimes @washingtonpost @NBCNews @CBSNews #…,0,63,@CBSNews
-0.3818,2018-10-03 21:23:40+00:00,0.48,0.294,0.225,Wed Oct 03 21:23:40 +0000 2018,@CBSNews No mocking only the truth,0,64,@CBSNews
0.5093,2018-10-03 21:23:33+00:00,0.092,0.696,0.212,Wed Oct 03 21:23:33 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,65,@CBSNews
0.0,2018-10-03 21:23:29+00:00,0.0,1.0,0.0,Wed Oct 03 21:23:29 +0000 2018,"RT @CBSNews: ""Presidential Alert...THIS IS A TEST."" Everyone in America got the same notification on their phones at 2:18 P.M. ET. https://…",0,66,@CBSNews
0.0,2018-10-03 21:23:25+00:00,0.0,1.0,0.0,Wed Oct 03 21:23:25 +0000 2018,"RT @CBSNews: ""Presidential Alert...THIS IS A TEST."" Everyone in America got the same notification on their phones at 2:18 P.M. ET. https://…",0,67,@CBSNews
0.0,2018-10-03 21:23:25+00:00,0.0,1.0,0.0,Wed Oct 03 21:23:25 +0000 2018,RT @stampergr: @CBSNews How will we know when we've hit bottom?,0,68,@CBSNews
-0.6808,2018-10-03 21:23:21+00:00,0.235,0.765,0.0,Wed Oct 03 21:23:21 +0000 2018,"@stampergr @CBSNews When someone in China ask us "" What in the hell are you doing here"".",0,69,@CBSNews
0.5093,2018-10-03 21:23:10+00:00,0.092,0.696,0.212,Wed Oct 03 21:23:10 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,70,@CBSNews
0.0,2018-10-03 21:23:07+00:00,0.0,1.0,0.0,Wed Oct 03 21:23:07 +0000 2018,"@navythomas @CBSNews Mine said, ""Navythomas8 is a moron"".",0,71,@CBSNews
0.6037,2018-10-03 21:22:55+00:00,0.0,0.836,0.164,Wed Oct 03 21:22:55 +0000 2018,RT @CBSNews: THE LAUGHTER: A week after Christine Blasey Ford testified about her most vivid memory of Brett Kavanaugh's alleged sexual ass…,0,72,@CBSNews
-0.296,2018-10-03 21:22:41+00:00,0.196,0.804,0.0,Wed Oct 03 21:22:41 +0000 2018,@CBSNews No not people that had their cell phones off.,0,73,@CBSNews
0.5093,2018-10-03 21:22:29+00:00,0.092,0.696,0.212,Wed Oct 03 21:22:29 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,74,@CBSNews
-0.4404,2018-10-03 21:22:25+00:00,0.154,0.769,0.077,Wed Oct 03 21:22:25 +0000 2018,@CBSNews Came while I was deep into reading today's NYTIMES article about trump family life of tax fraud. Worth every $3 word.,0,75,@CBSNews
-0.2263,2018-10-03 21:22:20+00:00,0.137,0.863,0.0,Wed Oct 03 21:22:20 +0000 2018,"RT @CBSNews: Toys R Us cancels bankruptcy auction, plans comeback for brand https://t.co/ylBOeulOX6 https://t.co/Snvus9OdXp",0,76,@CBSNews
0.6249,2018-10-03 21:22:20+00:00,0.0,0.825,0.175,Wed Oct 03 21:22:20 +0000 2018,@CBSNews it was funny I got my alert and I was watching tmz and they were living at the time. and they got it a couple min after me.,0,77,@CBSNews
0.6037,2018-10-03 21:22:17+00:00,0.0,0.836,0.164,Wed Oct 03 21:22:17 +0000 2018,RT @CBSNews: THE LAUGHTER: A week after Christine Blasey Ford testified about her most vivid memory of Brett Kavanaugh's alleged sexual ass…,0,78,@CBSNews
-0.296,2018-10-03 21:22:16+00:00,0.136,0.864,0.0,Wed Oct 03 21:22:16 +0000 2018,Washington Post columnist goes missing at Turkey consulate as fiancée waits outside https://t.co/t6J2wjjIYa via @CBSNews,0,79,@CBSNews
-0.5859,2018-10-03 21:22:06+00:00,0.213,0.787,0.0,Wed Oct 03 21:22:06 +0000 2018,@CNN @Acosta @maddow @ABC @CBSNews What's up with you not covering Trump's Tax Fraud? https://t.co/l58cumrzIn,0,80,@CBSNews
0.6486,2018-10-03 21:22:02+00:00,0.0,0.791,0.209,Wed Oct 03 21:22:02 +0000 2018,"RT @CBSNews: Jeff Bezos topples Bill Gates as richest person on Forbes 400, with net worth pegged at $160 billion https://t.co/TcQnPmXxqn h…",0,81,@CBSNews
0.4404,2018-10-03 21:21:50+00:00,0.0,0.58,0.42,Wed Oct 03 21:21:50 +0000 2018,@BoilingCrude @NicolsPavez1 @CBSNews Soooo funny,0,82,@CBSNews
0.4215,2018-10-03 21:21:45+00:00,0.0,0.887,0.113,Wed Oct 03 21:21:45 +0000 2018,"RT @CBSNews: Secretary of State Mike Pompeo: ""I'm announcing that the United States is terminating the 1955 treaty of amity with Iran. This…",0,83,@CBSNews
0.5093,2018-10-03 21:21:44+00:00,0.092,0.696,0.212,Wed Oct 03 21:21:44 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,84,@CBSNews
0.0,2018-10-03 21:21:40+00:00,0.0,1.0,0.0,Wed Oct 03 21:21:40 +0000 2018,"RT @CBSNews: ""Presidential Alert...THIS IS A TEST."" Everyone in America got the same notification on their phones at 2:18 P.M. ET. https://…",0,85,@CBSNews
-0.8356,2018-10-03 21:21:39+00:00,0.441,0.559,0.0,Wed Oct 03 21:21:39 +0000 2018,"@CBSNews I bet President Plump is jealous as hell.

Talk about EARNED income!",0,86,@CBSNews
0.5411,2018-10-03 21:21:38+00:00,0.0,0.223,0.777,Wed Oct 03 21:21:38 +0000 2018,@CBSNews Adorable!,0,87,@CBSNews
0.6407,2018-10-03 21:21:36+00:00,0.0,0.433,0.567,Wed Oct 03 21:21:36 +0000 2018,@CBSNews I hope hes not faking it,0,88,@CBSNews
0.4019,2018-10-03 21:21:32+00:00,0.0,0.876,0.124,Wed Oct 03 21:21:32 +0000 2018,RT @JoshX1993: @kjohnsononair @Patharveynews @reenaninan When will #CBSNLocal make its debut in NYC (and L.A too)? Hopefully @CBSNews and @…,0,89,@CBSNews
0.5093,2018-10-03 21:21:31+00:00,0.092,0.696,0.212,Wed Oct 03 21:21:31 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,90,@CBSNews
0.0516,2018-10-03 21:21:25+00:00,0.075,0.841,0.084,Wed Oct 03 21:21:25 +0000 2018,"@CBSNews @WCCO Is anyone surprised by his comments and behavior? Seriously, if you plan on voting for this man agai… https://t.co/bAIuL0QCf5",0,91,@CBSNews
0.0,2018-10-03 21:21:22+00:00,0.0,1.0,0.0,Wed Oct 03 21:21:22 +0000 2018,@CBSNews What could possibly go wrong......,0,92,@CBSNews
-0.8625,2018-10-03 21:21:22+00:00,0.301,0.699,0.0,Wed Oct 03 21:21:22 +0000 2018,"RT @CBSNews: A volcanic eruption is the third disaster to hit Indonesia since Friday, after an earthquake and tsunami killed at least 1,400…",0,93,@CBSNews
0.0,2018-10-03 21:21:20+00:00,0.0,1.0,0.0,Wed Oct 03 21:21:20 +0000 2018,"@CBSNews Mine said, CBS News Is FAKENEWS.",0,94,@CBSNews
0.0,2018-10-03 21:21:05+00:00,0.0,1.0,0.0,Wed Oct 03 21:21:05 +0000 2018,@CBSNews Why 2.18 ?,0,95,@CBSNews
0.4939,2018-10-03 21:20:59+00:00,0.0,0.814,0.186,Wed Oct 03 21:20:59 +0000 2018,RT @CBSNews: Nothing to see here. Meerly a video of baby meerkats being adorable. https://t.co/l6TjOA4QdN https://t.co/eMFfYhxcPP,0,96,@CBSNews
0.0,2018-10-03 21:20:54+00:00,0.0,1.0,0.0,Wed Oct 03 21:20:54 +0000 2018,RT @musser_benson: @magdasedra @ourkidz3 @Traci36362909 @ForeclosureOz @BeyondTheBantr @NicheMarketway @adomantholdings @truthsearch1957 @I…,0,97,@CBSNews
0.5093,2018-10-03 21:20:54+00:00,0.092,0.696,0.212,Wed Oct 03 21:20:54 +0000 2018,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",0,98,@CBSNews
0.4939,2018-10-03 21:20:51+00:00,0.0,0.814,0.186,Wed Oct 03 21:20:51 +0000 2018,RT @CBSNews: Nothing to see here. Meerly a video of baby meerkats being adorable. https://t.co/l6TjOA4QdN https://t.co/eMFfYhxcPP,0,99,@CBSNews
0.7351,2018-10-03 21:27:15+00:00,0.0,0.754,0.246,Wed Oct 03 21:27:15 +0000 2018,"@smerconish @WhiteHouse If John McCain was still alive, and if Trump picked HIM to the Supreme Court instead of Kav… https://t.co/J6coU2ZX6Z",0,0,@CNN
0.0,2018-10-03 21:27:15+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:15 +0000 2018,"RT @CNN: NYC to Boston in 36 minutes? Transcend Air has plans for a jet-fast plane that takes off and lands vertically, allowing it to skip…",0,1,@CNN
0.3182,2018-10-03 21:27:15+00:00,0.0,0.897,0.103,Wed Oct 03 21:27:15 +0000 2018,"@CNN Hey #MAGA Dopes, why are you commenting if you never watch their coverage anymore? I sure don't comment on Fox… https://t.co/pfo7dWZBnF",0,2,@CNN
0.0,2018-10-03 21:27:14+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:14 +0000 2018,@peskilorry @CNN @CillizzaCNN You would think Russian bots would have more followers to fix an election don’t you think,0,3,@CNN
0.0,2018-10-03 21:27:14+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:14 +0000 2018,@CNN https://t.co/mm3Xf7bUqz,0,4,@CNN
0.5267,2018-10-03 21:27:12+00:00,0.079,0.702,0.219,Wed Oct 03 21:27:12 +0000 2018,"RT @CNN: A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical care at a priva…",0,5,@CNN
0.0,2018-10-03 21:27:12+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:12 +0000 2018,RT @IngrahamAngle: Watching @cnn panel — analyzing Kavanaugh’s college and high school drinking habits. As long as we do same for moralizin…,0,6,@CNN
0.5267,2018-10-03 21:27:11+00:00,0.079,0.702,0.219,Wed Oct 03 21:27:11 +0000 2018,"RT @CNN: A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical care at a priva…",0,7,@CNN
-0.7506,2018-10-03 21:27:11+00:00,0.252,0.748,0.0,Wed Oct 03 21:27:11 +0000 2018,"RT @CNN: Twitter has banned far-right conspiracy theorist Alex Jones and his website InfoWars. The decision comes a month after YouTube, Ap…",0,8,@CNN
-0.2244,2018-10-03 21:27:11+00:00,0.168,0.7,0.132,Wed Oct 03 21:27:11 +0000 2018,"Christine Blasey Ford inspired me to break my silence @CNN https://t.co/EhwoMajSDs

Must read! Both men &amp; sexual assault survivors.",0,9,@CNN
0.5267,2018-10-03 21:27:10+00:00,0.079,0.702,0.219,Wed Oct 03 21:27:10 +0000 2018,"RT @CNN: A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical care at a priva…",0,10,@CNN
-0.3182,2018-10-03 21:27:10+00:00,0.113,0.887,0.0,Wed Oct 03 21:27:10 +0000 2018,"RT @CNN: During a rally in Mississippi, President Trump directly mocked Christine Blasey Ford’s testimony before the Senate Judiciary Commi…",0,11,@CNN
0.0,2018-10-03 21:27:10+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:10 +0000 2018,@foxandfriends @CNN @ABC @NBCNews @MSNBC @POTUS @WhiteHouse @OANN https://t.co/uVFMV8RRn1,0,12,@CNN
-0.0343,2018-10-03 21:27:09+00:00,0.202,0.607,0.191,Wed Oct 03 21:27:09 +0000 2018,"SHOCKER: @CNN #fakenews admits Trump trade tactics working

 https://t.co/pyGgSckAsm",0,13,@CNN
0.0,2018-10-03 21:27:08+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:08 +0000 2018,"RT @CNN: Senate Finance Chairman Orrin Hatch said he would be ""happy"" to look into President Trump's tax returns in the wake of The New Yor…",0,14,@CNN
0.5267,2018-10-03 21:27:08+00:00,0.079,0.702,0.219,Wed Oct 03 21:27:08 +0000 2018,"RT @CNN: A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical care at a priva…",0,15,@CNN
-0.3612,2018-10-03 21:27:07+00:00,0.216,0.667,0.118,Wed Oct 03 21:27:07 +0000 2018,@KristinMinkDC Glad we are finally getting to being able to communicate dangers to our citizens. Haven forbid we en… https://t.co/JrU7mHSVKa,0,16,@CNN
0.0,2018-10-03 21:27:05+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:05 +0000 2018,RT @girl4_trump: Hey @NYT @CNN @washingtonpost @MSNBC Here’s a salacious headline for you all to run that won’t be #FakeNews for a change.…,0,17,@CNN
-0.6229,2018-10-03 21:27:05+00:00,0.239,0.761,0.0,Wed Oct 03 21:27:05 +0000 2018,@CNN TRUMP WOULD NOT KNOW THE FACTS IF THEY BIT HIM IN THE ASS!!,0,18,@CNN
0.5994,2018-10-03 21:27:04+00:00,0.0,0.672,0.328,Wed Oct 03 21:27:04 +0000 2018,@WilDonnelly @DonaldJTrumpJr @CNN @JeffreyToobin What is your IQ? lmao,0,19,@CNN
-0.34,2018-10-03 21:27:03+00:00,0.175,0.728,0.096,Wed Oct 03 21:27:03 +0000 2018,"RT @ananavarro: Sometimes people get so emotionally invested in the battle, we lose sight of the forest for the trees. For the good of the…",0,20,@CNN
0.0,2018-10-03 21:27:03+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:03 +0000 2018,"RT @CNN: Senate Finance Chairman Orrin Hatch said he would be ""happy"" to look into President Trump's tax returns in the wake of The New Yor…",0,21,@CNN
-0.5574,2018-10-03 21:27:02+00:00,0.153,0.847,0.0,Wed Oct 03 21:27:02 +0000 2018,RT @JohnNosta: RIP (Rest in Photo) More than 250 people around the world have died taking selfies since 2011 @CNN https://t.co/O33a4pcXcv,0,22,@CNN
0.5267,2018-10-03 21:27:01+00:00,0.079,0.702,0.219,Wed Oct 03 21:27:01 +0000 2018,"RT @CNN: A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical care at a priva…",0,23,@CNN
0.2023,2018-10-03 21:27:01+00:00,0.108,0.719,0.173,Wed Oct 03 21:27:01 +0000 2018,@WuzHank @CNN Once again you cant refute facts so you resort to ridicule like anyone afraid of the truth that is en… https://t.co/UtsVRbekcC,0,24,@CNN
0.0,2018-10-03 21:27:01+00:00,0.0,1.0,0.0,Wed Oct 03 21:27:01 +0000 2018,RT @KTHopkins: The whole #Flake elevator scene. Produced by Soros. Scripted and directed by Democrats. @CNN cameras 1-4 in place. https://t…,0,25,@CNN
